;oset1;oset2;rus1;rus2;proximity;synonym
14919;фæтк;фæуд;распорядок режим;окончание довершение;0.07965174317359924;0
14920;сахъат;хъазæнхъул;недочет изъян;по;0.2785569727420807;0
14921;мур кæнын;цæф;размельчать дробить;язва болячка;0.1318896859884262;0
14922;дамдумæенаг;хиуарзæг;судовождение кораблевождение;эгоист себялюбец;0.5291047692298889;0
14923;иппæрдонæй;мæкъуыл;отвлеченно абстрактно;толстуха толстушка;0.4311697483062744;0
14924;ныхас;фыдгой кæнын;фраза оборот;клеветать оговаривть;0.2604687809944153;0
14925;заæрдæлæууæн;хахуыргæнаг;любимый милый;судовождение кораблевождение;0.0744686871767044;0
14926;зæрдæ хæссын;ныссæххæтт кæнын;тошнить мутить;потечь заструиться;0.3640667498111725;0
14927;æлдар;ацух кæнын;хозяин;устранить исключить;0.07209838926792145;0
14928;гæнæндзинад;ламаздыхъ;осуществимость выполнимость;мат циновка;0.3114582598209381;0
14929;æнæтæригъæддзинад;дæнцæгтæ;бессердечность бессердечие;данные показатели;0.2498527318239212;0
14930;сдзурын;фæлгонцгонд;заговорить вступать в разговор;раскрашенный;0.12451687455177307;0
14931;æнуд;фæлдахын;душный удушливый;убивать умершвлять;0.09093225747346878;0
14932;басгарын;ногæй ивын;пощупать ощупать;обновлять подновлять;0.3013974130153656;0
14933;бафидын;тæрсын;возместить компенсировать;тревожиться беспокоиться;0.2940666675567627;0
14934;загъдкъах;нысанæвæрд;скандалист дебориш;назначение функция;0.25536203384399414;0
14935;дазсныйад;ныййарц уæвын;специальность профессия;убежать спастись бегством;0.26875045895576477;0
14936;уæгъдибарæй;уæнгджын;фамильярно бесцеремонно;широкоплечий плечистый;0.3425692617893219;0
14937;аргъгонд;размæцыд;критика рас;развитой;0.19547860324382782;0
14938;стыр бузныг;хомых;спасибо благодарю;увалень медведь;0.15976592898368835;0
14939;къахдзæфтæ каæнын;хъæлдзæг кæнын;идти ступать;забавлять развлекать;0.6331496834754944;0
14940;аккаг;фæрæз казнын;нормальный соответствующий норме;доставить добывать;0.24614930152893066;0
14941;лексикографион;тызмæг;словарный лексикографический;сердито гневно;-0.04890276864171028;0
14942;æргом кæнын;атæхын;уточнить детализировать;улететь отлететь;0.21670711040496826;0
14943;зыд;фыцын;корыстный своекорыстный;кипеть клокотать;0.38422784209251404;0
14944;рагон;фæсус;давний старый;хриплый охрипший;-0.08192609250545502;0
14945;тухын;фидауцдзинад;упаковывать паковать;изысканность утонченность;0.0017003441462293267;0
14946;æрдæгмæй;хæдзардзинад ‚ куыстуарзондзинад;луна месяц;хозяйственность домовитость;0.029350673779845238;0
14947;фæбæрæг уæвын;фæдæлдон уæвын;сказать отразиться;потонуть утонуть;0.5065803527832031;0
14948;бафыдæбон кæнын;фаузæг;потрудиться затруднить себя;критик критикан;-0.041136614978313446;0
14949;аив дзурын;тыхсын;читать;унывать приходить в уныние;0.4255298674106598;0
14950;уæфтазг;фæлвæрд;ткань материя;испытание проверка;0.01724693737924099;0
14951;æмзæлынад;цъыбар-цъыбур кæнын;благозвучие благозвучность;тараторить трещать;0.2740481495857239;0
14952;æмхуызондзнад;хинæй;сходство аналогия;хитро лукаво;0.17978283762931824;0
14953;бахæрын;уæнгмард;растратить потратить;усталый утомленный;0.3516242802143097;0
14954;денæаргъ;хъæддаг;ценный;первозданный первобытный;0.38831275701522827;0
14955;гæмхæрд;фидауц;бедняк;очарование прелесть;0.11879820376634598;0
14956;æххуырст;узæлгæ;слуга лакей;ласковый мягкий;0.2111252397298813;0
14957;баразæй уæвын;скæнын;обогнать перегнать;обзавестись завести что;0.31652235984802246;0
14958;æмбаэхсæн;аргумент;убежище укрытие;довод аргумент;0.2933148741722107;0
14959;æмхуызондзинад;фыдджын;равноценность эквивалентность;толщина тучность;-0.0027378054801374674;0
14960;æфстау;амарын;взаймы заимообразно;убить умертвить;0.34706756472587585;0
14961;æрвхуыз;фендæр кæнын;синева синь;превратить обратить;0.16827508807182312;0
14962;катайы зэафтыд;хæйрæгдзинад;недоумение озадаченность;дьявольщина чертовщина;0.23381434381008148;0
14963;бæласысæр;фæмæгуырдзинад;листва крона;упадок падение;0.23090870678424835;0
14964;æнæзивæгæй;уылæнтæ;охотно с охотой;ходить;0.29460108280181885;0
14965;бандон;гæмæхсæр;скамья скамейка;лысый плешивый;0.5129566788673401;0
14966;карз;хъусын кæнын;сердито гневно;информирование передача сведений;0.07442494481801987;0
14967;æнахуыр;бацамонын;чудак сумасброд;посоветовать дать  совет;0.18844527006149292;0
14968;адæмыкъорд;мур кæнын;толпа гурьба;размельчать дробить;-0.018329907208681107;0
14969;аргъгонд цæуын;фенкъуысын;цениться котироваться;пошатнуться расшататься;0.28479352593421936;0
14970;андæгъдад;феппæлын;цепкость;похвалить отозваться с похвалой о ком - чем;0.46966031193733215;0
14971;мæтгæнæг;маæт;заботливый внимательный;тревога беспокойство;0.2784213423728943;0
14972;баххæст кæнын;козбаугæнаг;возместить компенсировать;угодпивый заискивающий;0.27899038791656494;0
14973;алыг кæнын;хæссын;преградить возвести преграду;длиться продолжаться;0.22890271246433258;0
14974;даринаг;фыстытæ;иждивенец приживальщик;дневник записки;0.22022667527198792;0
14975;æргомкæнынад;хæтæнхъуаг;уточнение детализация;бродячий странствующий;0.3565077483654022;0
14976;зæрдиагæй;хиуарзондзинад;старательно прилежно;гордость;0.16460147500038147;0
14977;дыууæйæ зынын;скæнын;раздваиваться двоиться;обзавестись завести что;0.17733389139175415;0
14978;радыгай ивын;фыртас;чередоваться перемежаться;жуть;0.1293746531009674;0
14979;кæрон;хъазын;часть;шутить пересыпать речь шутками;0.2010691910982132;0
14980;балвырдкæнынад;куыстуарзаг;уточнение детализация;трудолюбивый работящий;0.09701092541217804;0
14981;дихдзинад;къленцдзинад;обосновленность замкнутость;жеманство кривляние;0.9452043175697327;0
14982;æмбæхст;фыстытæ;укромный уединенный;дневник записки;0.14654986560344696;0
14983;хайон;цырт;частичный неполный;статуя скульптура;0.2820514142513275;0
14984;æмаргъъдзинад;рæстдзинад;равноценность эквивалентность;чистота;0.8677239418029785;0
14985;хицауиуæг кæнын;цæлхдур;царить;преграда стена;0.3559536337852478;0
14986;азгъорын;ратæх-батæх кæнын;сбегать слетать;летать виться;0.28292542695999146;0
14987;æцæг;хъал;фактический реальный;щеголь франт;0.27210667729377747;0
14988;бонæй;цъаммарæй;днем среди бела дня;подло низко;0.3077910840511322;0
14989;гуыр-гуыр кæнын;ивгъуыйындзинад;греметь грохотать;недолговечность;0.2199736386537552;0
14990;концепци;хроникæ;теория учение;летопись хроника;0.3092760145664215;0
14991;тæгæлгай;фæлмæцыд;вдребезги на куски;усталый утомленный;0.4111078083515167;0
14992;æнкъараг;фæдзæхст;эмоциональный экспансивный;задание поручение;0.20736446976661682;0
14993;æлвæстдзинад;бамбæхсæн;краткость сжатость;убежище укрытие;0.3410490155220032;0
14994;æрлæууæн;хатдзæг кæнын;убежище укрытие;обобщать;0.10533829778432846;0
14995;бафæнд кæнын;карз;загадать задумать;сердито гневно;0.09972888976335526;0
14996;арвитын;нымдгæнгæ;послать выслать;почтительно уважительно;0.2209431380033493;0
14997;бафаæллайын кæнын;хицæн кæнын;утомить изнурить;отличать различать;0.6606225371360779;0
14998;æвастдзинад;карз;сюрприз неожиданность;сердито гневно;0.1132601723074913;0
14999;абырæг;ахъæбысгæнгæйæ;разбойник башибузук;обнявшись в обнимку;0.18619611859321594;0
15000;афтæ;сайд;тоже также;измена неверность;0.14175830781459808;0
15001;анæфæуддзинад;узæзбындзинад;безграничность беспредельность;медлительность нерасторопность;0.9698920845985413;0
15002;зæрдæвæрд;цæугæцардгæнæг;уверение заверение;бродячий странствующий;0.20990528166294098;0
15003;æнгом уæвын;давд;облегать обтягивать;кража похищение;-0.09453023225069046;0
15004;балвырдкæнынад;хынцфарсткæнын;уточнение детализация;любопытствовать интерессваться;0.7621265649795532;0
15005;нæмын;фæлдахын;драться бить друг друга;убивать умершвлять;0.4744197428226471;0
15006;бæрæг кæнын;бамбарын;характеризовать давать характеристику кого-чего;поумнеть набраться ума;0.46297261118888855;0
15007;фæхæрд уæвын;цыбеæлгæнгæ;пострадать;аппетитно заманчиво;0.3145217299461365;0
15008;скæнæг;фæцаузæрдын;автор;пощадить пожалеть;0.21343153715133667;0
15009;æвæлмæст;хуыздæр;равнодушие безразличие;цветы;0.24468018114566803;0
15010;æнæсæр;æхца фесафын;забывчивый беспамятный;разориться;0.30987271666526794;0
15011;ахæцын;здахын;потащить потянуть;отклоняться;0.45423445105552673;0
15012;сусæг кæнын;сфæлындын;умалчивать молчать;украситься разукраситься;0.10124921798706055;0
15013;пæртгæнаг;пырх кæнын;горючий воспламеняющийся;сбрызгивать брызгать;0.1453540027141571;0
15014;аргъ кæнын;рæдзæгъд;ценить дорожить хем-чем;куча груда;0.07890735566616058;0
15015;æнтъыснæг;æххуырст;скука тоска;слуга лакей;0.09891098737716675;0
15016;æвæрæз хæсджын;æвæстиатæй;банкрот несостоятельный должник;срочно спешно;0.2309192419052124;0
15017;бæрæггæнæн;цивилизацигонд;этикетка ярлык;культурный цивилизованный;0.09929056465625763;0
15018;æнæуæз;мыстахсæн;легкий;ловушка западня;0.5190591216087341;0
15019;козбаугæнгæ;хъуагдзинад;угодливо заискивающе;скудность скудость;0.2496858388185501;0
15020;æнæ æрцæугæ;байсын;неизбежный неминуемый;обобрать ограбить;0.18030090630054474;0
15021;афынæй кæнын;тагъд-тагъд;поспать;часто нередко;0.5983392596244812;0
15022;къъухфыст;цыбæлдзинад;черновик набросок;энтузиазм воодушевление;0.15619434416294098;0
15023;хæдзарад;хæлиугонд;хозяйство;употребительный распространенный;0.15070956945419312;0
15024;быру;хæццæ кæнын;ограда забор;дотягиваться доставать;0.021317021921277046;0
15025;æнæрвæссондзинад;бæрц;гордость;честолюбивый славолюбивый;0.176027312874794;0
15026;æвгъæдгæс;ацурын;бабка акушерка;зажарить изжарить;0.6572413444519043;0
15027;бахæццæ уæвын;хылы-мылы;добраться достигнуть;анархический беспорядочный;0.15709188580513;0
15028;алцыуынæг;риссаг;бдительный зоркий;актуальный злободневный;0.6652536392211914;0
15029;базаргæнæг;нымæцæй;торговец коммерсант;численностью количеством;0.1552859991788864;0
15030;загъд;сидт;фраза оборот;тост здравница;0.11040156334638596;0
15031;днæуæздан;хæрын;грубо;есть принимать пищу;0.3396243751049042;0
15032;курдиатджын;цъупп;талантливый даровитый;купол глава;0.035940561443567276;0
15033;æнæрæдыд;куырмдзинад;правильный верный;заблуждение ошибка;0.3662400245666504;0
15034;дæлбар уæвын;куыстурæд;зависеть;забастовка стачка;0.18048815429210663;0
15035;саджилæг;хъулæттæ кæнын;разветвление развалина;царапать;0.26889029145240784;0
15036;тындзынад;хортыдырæстæг;спешка спешность;сев посев;0.414348840713501;0
15037;нуæрдын;формалонæй;кутаться закутываться;официально формально;0.5054918527603149;0
15038;æгъуыз;феæтæрсын;безжизненный;испугаться напугаться;0.34174442291259766;0
15039;дзаумайæ-ныууадзын;къленцдзинад;забыть;жеманство кривляние;0.12610353529453278;0
15040;æнæсайгæйæ;бæллицты арæн;добросовестно честно;идеал;0.32768115401268005;0
15041;æфснайд;ноггæнæг;упорядочение регулирование;живительный бодрящий;0.1225123181939125;0
15042;дзæбæх кæнын;сфæстаузæрц кæнын;хорошеть расцветать;сэкономить сберечь;0.6727965474128723;0
15043;аив кæсын;уæз кæнын;читать;перевещивать перетягивать;0.2229420691728592;0
15044;фæллайæн;фæрсын;утомительный изнурительный;любопытствовать интерессваться;0.38143008947372437;0
15045;поэтизаци кæнын;рубрикæ;идеализировать поэтизировать;рубрика графа;0.2455790787935257;0
15046;пæртгæнаг;сагъæс кæнын;горючий воспламеняющийся;заботиться;0.389290988445282;0
15047;сзын кæнын;фæлмæнæй;потрудиться затруднить себя;кротко беззлобно;0.5977394580841064;0
15048;радугъд-бадугъ;цæстуынгаæ;беготня;убедительный веский;0.5903218388557434;0
15049;ивгъуыйындзинад;иппæрдонæй;недолговечность;отвлеченно абстрактно;0.17752404510974884;0
15050;аивдзинад;рагон;чистота;давний старый;0.09235697239637375;0
15051;æнаипдзинад;минас;безупречность безукоризненность;еда;0.03227550908923149;0
15052;бæллæх;раст;катастрофа крушение;чисто;0.2997116446495056;0
15053;æнæнхъæлми;сæудæджерон;сюрприз неожиданность;торговый коммерческий;-0.010315898805856705;0
15054;æнæмæлгæ;урсытæ;вечный бес;седина серебро;-0.0838194191455841;0
15055;æлвасын;æмбарад;облегать обтягивать;равноправие равенство;0.5755147933959961;0
15056;гæртамхор;зæрдæхæлар;взяточник лихоимец;добродушно благодушно;0.24535039067268372;0
15057;гæбаз;троекратно;кусок клок;триединство триада;-0.180265411734581;0
15058;сныв кæнын;фæлмæндзинад;изобразить показать;нежность мягкость;0.1007784754037857;0
15059;дзæгъæлгаст;иртæстдзинад;растерянный потерянный;обосновленность замкнутость;0.3140568435192108;0
15060;æмахаст;куырм;соотнощение пропорция;бессознательный безотчетный;0.01645524799823761;0
15061;баууæндын;райрæзын;доверить вверить;развиться сложиться;0.2614269554615021;0
15062;æнæзондыхуызæн;æрдомын;глупо неумно;потребовать выполнения соблюдения чего-л;0.1216416135430336;0
15063;скъуыддзаг;халдих уæвын;часть;походить быть похожим;0.09924803674221039;0
15064;фырзæронд;хылкъах;устарелый устаревший;скандалист дебориш;0.6330220103263855;0
15065;каэлæнгæнæгау;нымæцæй аэххæссын;чарующе очаровательно;числиться;0.16148731112480164;0
15066;сæнтдзырд;сыджытбыру;абракадабра нонсенс  бес;насыпь вал;0.3252410590648651;0
15067;æрхуыссын;магусадзинад;заболеть занемочь;лень леность;0.13280318677425385;0
15068;æбæрæг;сагъæс;уклончиво неопределенно;тревога беспокойство;0.057784467935562134;0
15069;иурæстæгон;сайын;единовременный;ловчить изворачиваться;0.05365271866321564;0
15070;рагон;хæцын;давний старый;хвататься схватываться;-0.029441019520163536;0
15071;аххос сæвæрын хевуыл;быру сказнын;обвинить предъявить обвинение кому;преградить возвести преграду;0.2201685905456543;0
15072;калын;хæрззылд;черпать;хопеный выхоленный;0.2445685714483261;0
15073;æнувыд;æппарын;старательно прилежно;разбрасывать раскидывать;0.11374957859516144;0
15074;æвзыгъдæй;фагæй фылдазр;активно деятельно;слишком чересчур;0.081812284886837;0
15075;алымыггагдзинад;батыхсын кæнын;разнородность неоднородность;потревожить побеспокоить;0.1449713259935379;0
15076;ахуыр;багæдыкæнын;постоянный;уличить изобличить;0.20801666378974915;0
15077;æдылыйау;фыстытæ;глупо неумно;дневник записки;0.24210292100906372;0
15078;тымыгъ;уæд та;метель метелица;хоть хотя бы;0.1820271909236908;0
15079;мастуæвын;хуызæн суæвын;горчить иметь горький привкус;уподобиться стать подобным;0.5283525586128235;0
15080;абсолютизм;сæрсæфæн;самодержавие абсолютизм;бездна пропасть;0.6286849975585938;0
15081;адарддæр кæнын;лозунг;отстранить отвести;маенг маенгдзинад;0.02378007024526596;0
15082;æфсæйнаг фæндаг;фестауын;железная дорога чугунная дорога;похвалить отозваться с похвалой о ком - чем;0.3100600838661194;0
15083;æфсин;барц;хозяйка;загривок зашеина;0.12305029481649399;0
15084;æфхæрд;зивæггæнаг;обида оскорбление;лентяй ленивец;0.25299230217933655;0
15085;хъусдард;чертова дюжина;слежка надзор;аертае хатты зертае фаелтаеры;0.06132732704281807;0
15086;хизæнуат;хъазт;пастбище выгон;шутовство паясничанье;0.17636249959468842;0
15087;æнæбаст;бюрократизм;бессвязность несвязность;бюрократизм волокита;0.6601346731185913;0
15088;тыхсгæ;хъым-хъым кæнын;уныло меланхолично;гнусавить гнусить;0.46088314056396484;0
15089;æфснайын;разæнгардгæнæг;упаковывать паковать;побуждение импульс;0.17463122308254242;0
15090;ныффæнд кæнын;равзарын;загадать задумать;рассортировать разобрать;0.43941187858581543;0
15091;æрдæгдзырд;зынаргъ;недомолвка недосказанность;ценный;0.12829890847206116;0
15092;уардихуыз;фæбæрæг кæнын;багрянец багрец;изобразить показать;0.17836403846740723;0
15093;æрхуымæй;цырд;уныло меланхолично;ловкий проворный;0.127674862742424;0
15094;бандон;корреспонденция;скамья скамейка;бахсазвиуат каенын бафысым каенын;0.29566481709480286;0
15095;анæсаст заæхх;лæмæгъдзинад;целина новь;непрочность ненадежность;0.26133644580841064;0
15096;ацæттæ кæнын;гуыр;снабдить обеспечить;грудь бюст;0.2316504418849945;0
15097;æнæгъдауæй;сомыкæнын;аляповато топорно;клясться давать клятву;0.4478142261505127;0
15098;барц;фæллайæн;загривок зашеина;утомительный изнурительный;-0.0028372355736792088;0
15099;ныхас сайын;пайда кæнын;заговаривать вступать в разговор;использовать употребить;0.3674145042896271;0
15100;бамбарынкæнынад;дзæбæхгæнæн;объяснение;целебный врачующий;0.3408423960208893;0
15101;бирæдзыллон;сахъат;людный многолюдный;недочет изъян;0.14506372809410095;0
15102;æбæрæг;фæхсбандон;уклончиво неопределенно;скамья скамейка;0.13509130477905273;0
15103;руайын;цъапп кæнын;чахнуть гаснуть;делать совершать;0.6306654214859009;0
15104;алыхуызондзинад;бæлæгъ;разнородность неоднородность;ладья челн;0.013087073341012001;0
15105;æргъæфст;даргъ;озябший оледеневший;длительный затяжной;0.42216309905052185;0
15106;иугай;удхарæй марын;единичный отдельный;мучить истязать;0.19769620895385742;0
15107;райсын;сайдыкæнын;устранить исключить;заблуждаться ошибаться;0.25494185090065;0
15108;быдыргъытæ;раст кæнын;лохмотья рубище;исправлять;0.2545780837535858;0
15109;зайæгхæлтты дуне;хъæддаджы хуызæн;растительность растительный мир;глупо неумно;0.5408247113227844;0
15110;разамынддæттæг;хиисбонад;управляющий управитель;хозяйство;0.36189284920692444;0
15111;мадард бæгънæгæй;хъæддаг;голышом нагишом;первозданный первобытный;0.36237937211990356;0
15112;саразын;тагъд-тагъд;украситься разукраситься;часто нередко;0.1834700107574463;0
15113;дзырд;зæрингуырд;обещание слово;ювелир золотарь;0.29261940717697144;0
15114;гæрфгуыты бынæй кæсын;куыстæй ацæуын;хлопоты;уволиться взять расчет;0.24848610162734985;0
15115;бæрцæй;дæнг-дæнг;численностью количеством;стрельба огонь;0.019641021266579628;0
15116;æнусон;зæппæлæн ныхас;извечный вечный;любезность комплимент;0.30757609009742737;0
15117;æцæгæлон бæстæйы;буд;за границей за рубежом;амбре;-0.04452943056821823;0
15118;бамбарын;мæнгардæй;поумнеть набраться ума;коварно вероломно;0.28163501620292664;0
15119;бакæсын;цæсгомывæрд;по;лицо физиономия;0.31037473678588867;0
15120;аргъ дæттын;иугонд;критиковать подвергать критике;объединение организация;0.031057795509696007;0
15121;бацауæрдын;бюрократон;пощадить пожалеть;бюрократический канцелярский;0.5884439945220947;0
15122;фæдзæгъæл уæвын;хъæбæрных;заблудиться сбиться с дороги;консервативный косный;0.573435366153717;0
15123;фæкæсын;фæткон;почудиться показаться;традиционный освященный традицией;0.21184295415878296;0
15124;змæстдзинад;эуузл;анархия безвластие;атрибут свойство;-0.014230774715542793;0
15125;æфснайын;цъаммар;упаковывать паковать;негодяй подлец;0.39099404215812683;0
15126;бацъирын;зынрахатæн;вобрать втянуть;незаметный неприметный;0.469137042760849;0
15127;хицæн кæнын;хъуыды;отличать различать;идея замысел;0.2507251799106598;0
15128;седых уæвын;тылиф кгнын;ослабеть;отклоняться;-0.08981503546237946;0
15129;æнæзивæгæй;сæфтыхос;охотно с охотой;гибельно пагубно;0.3548612594604492;0
15130;интеллект;символ;ум умственные  способности;символ эмблема;0.2377905398607254;0
15131;хæххытæ;цъысым;очертания - линии контур;ловушка западня;0.21476852893829346;0
15132;æнагаипп;стырзæрдæ;идеальный безукоризненный;беззаботный;0.2580128610134125;0
15133;быру;стæй;ограда забор;потом затем;0.12048958241939545;0
15134;сахарыцæрæг;хи бацамонын;горожанин городской житель;отрекомендоваться представиться;0.13776856660842896;0
15135;базон-базон;бырон;загадка;хлам дрянь;0.1493188887834549;0
15136;æнусон;гуымыдза;извечный вечный;тяжелодум тугодум;0.36489227414131165;0
15137;ном;стухын;репутация реноме;обмотать;0.18811747431755066;0
15138;нæрст;ныгъьуылд;толстяк пузан;забитый запуганный;0.488021582365036;0
15139;сфæлхас кæнын;хицæнхуызон;истратить израсходовать;различно неодинаково;0.2547847628593445;0
15140;аэхцавæрд;раздарæн;вложение капиталовложения;фартук передник;0.49833813309669495;0
15141;дзæбæхгæнæн;фæлгуыр;целебный врачующий;обрамление рамка;0.2866361439228058;0
15142;зæрдæфæлмаæнгæнæг;зилын;трогательный умилительный;ходить;0.12590917944908142;0
15143;аэфтиаг;хойын;выгода интерес;забивать заколачивать;0.36549752950668335;0
15144;демократи;хицауиуæг кæнын;демократия народовластие;царить;0.20660516619682312;0
15145;бафснайын;нытътъæпп кæнын;упаковать запаковать;поставить установить;0.47886377573013306;0
15146;ныхъхъыллисткæнын;хицауиуæг кæнын уарзаг;завизжать заверещать;властность властолюбие;0.6219830513000488;0
15147;æйафын;зæрдæбынæй;поспевать не отставать;искренне непритворно;0.3282979428768158;0
15148;бон æвæрын;хин;датировать поставить  число;чародейство колдовство;0.11763309687376022;0
15149;гæмхетт;уæвын;бедняк;числиться;0.1456405222415924;0
15150;адæмытыгуыр;рацæуын;толпа гурьба;потечь заструиться;0.2930681109428406;0
15151;сауджын$хуыцауылæг;хатт;священник священнослужитель;иногда порой;0.15892183780670166;0
15152;азгъорын;ныхмæвæрд;сбегать слетать;антитеза противоположность;0.05320286750793457;0
15153;сагъæс;фегæр кæнын;тревога беспокойство;унизить принизить;0.24179582297801971;0
15154;рæстдзинад;цалдæр;чистота;немногие единицы;0.06760989874601364;0
15155;аэвзар;фæзмын;росток побег;передразнивать пере;0.3659162223339081;0
15156;бахынцын;цæргæ-цæрæнбонты;учесть принять во внимание;извечный вечный;0.16277405619621277;0
15157;бæрзонд  тæвд;гæрах;жар высокая  температура;стрельба огонь;0.3395484983921051;0
15158;æгайнæг зæхх;денæхицаудзинад;целина новь;анархия безвластие;0.1579384207725525;0
15159;æнæзонд кæнын фыр зæрондæй;æхсæнад;глупеть тупеть;компания общество;0.15075375139713287;0
15160;æнаипдзинад;тугцъир;безупречность безукоризненность;эксплуататор;0.25401031970977783;0
15161;зæд;стухын;кроткий незлобивый;обмотать;-0.1402660757303238;0
15162;тыхджын;улупа;интенсивно усиленно;жалование заработная плата;-0.05943838506937027;0
15163;былсæрдаæн митеæ кæнын;хи хæрдмæ фехсын;церемониться;взлететь подняться;0.23621924221515656;0
15164;къæйныхæй;сау-сауид сынтыбазырау;дерзко вызывающе;черный о глазах агатовый;0.39554038643836975;0
15165;андæгъдад;командæгæнæг;цепкость;военачальник полководец;0.1190340593457222;0
15166;æрхæндæг;демуддзинад;уныние грустное  настроение;единодушие единомыслие;0.20739638805389404;0
15167;æмпылд;арвитын;увядший поблекший;послать выслать;0.09578752517700195;0
15168;дзых;хæрзæууыпд кæнын;рот хайло;жевать разжевывать;0.41503632068634033;0
15169;бæстыхай;тæхын;территория земля;улетать отлетать;-0.05589937046170235;0
15170;уæлбæрц;фæхавцын;чрезмерный непомерный;укусить куснуть;0.35773903131484985;0
15171;æфсадын;калын;кормить питать;черпать;0.264060378074646;0
15172;равдыст;схъæлдзинад;трансляция передача;гордость;0.05133870616555214;0
15173;адавд;алæмæттаг;грабеж ограбление;чудодейственный волшебный;0.17993634939193726;0
15174;азгъорын;дымдыфæкæнын;сбегать слетать;потерять утерять;0.32913151383399963;0
15175;сусæг;хатыр кæнын;укромный уединенный;извинение прощение;0.10482579469680786;0
15176;æрцауындзын;атъæбæртт кæнын;повеситься удавиться;убежать спастись бегством;0.7015520334243774;0
15177;трижды;фæлывд;триединство триада;лгун лжец;-0.3444938659667969;0
15178;æлвасын;ракæбакæ кæнын;облегать обтягивать;хитрить пускаться на хитрости;0.609836757183075;0
15179;дæлгоммæгæсæй;фæтк;таинственно загадочно;распорядок режим;0.1598394811153412;0
15180;дард;схъæлæй;даль;напыщенно ходульно;0.18704062700271606;0
15181;бонтæ хæй;уæнгхъуаг кæнын;жизнь;калечить делать  калекой;0.1357690989971161;0
15182;хрусталь;цыд;хрусталь кристалл;шествие процессия;-0.0021265449468046427;0
15183;æмтъеры;гуымиры;переполох;невежа хам;-0.023374097421765327;0
15184;аххосджын кæнын;фæллад;уличать изобличать;усталый утомленный;0.19869230687618256;0
15185;мæт кæнын;пæр-пæр кæнын;тревожиться беспокоиться;летать виться;0.7257357835769653;0
15186;дзурын;хъеллау кæнын;уговаривать убеждать;качать раскачивать;0.441156268119812;0
15187;бутъро;фæхицæн уæвын;гниль прель;разминуться разойтись;0.05350096523761749;0
15188;мидбылхудт;нысан;улыбка у;этикетка ярлык;0.053919073194265366;0
15189;аздæхт;хæрд;отклонение уклонение;пища питание;0.1995815485715866;0
15190;æууæнк;цæуын кæнын;честность;вмещать умещать;0.17045460641384125;0
15191;æлгъагдзинад;цæсгом;мерзость гнусность;честность;0.21430142223834991;0
15192;мæгуыр уæвын;саджил;бедствовать нуждаться;разветвление развалина;0.22533248364925385;0
15193;ленк кæнын;удфидардзинад;летать виться;живучесть жизнеспособность;0.030665401369333267;0
15194;æнахуыр;азгъорын;чудак сумасброд;сбегать слетать;0.21374908089637756;0
15195;абырсын;фæуд;превозмочь преодолеть;окончание довершение;0.2646937668323517;0
15196;командæгæнæг;раргом кæнын;военачальник полководец;изобразить показать;-0.052879322320222855;0
15197;æнæвгъау;уырнинаг;щедро не скупясь;убедительный веский;0.22561752796173096;0
15198;завертыватъ;хиуарзæг;завещание духовная;эгоист себялюбец;0.4010029137134552;0
15199;кусæнгарз;фæстиуæг;аппарат;последствия следствие;0.11392232030630112;0
15200;кадæг;фалдæр кæнын;легенда миф;двигать подвигать;-0.00915464572608471;0
15201;стыд;хи пака кæнын;хвастовство похвальба;топорщиться стоять торчком;-0.14128035306930542;0
15202;адзæнгæл кæнын;зондæй цух кæнын;отрубить отсечь;глупеть тупеть;0.5283617973327637;0
15203;кæсын;хи дарын;читать;жить;0.2879698574542999;0
15204;æнгомкæнынад;фыццаг;упрочнение укрепление;центральный;0.16859811544418335;0
15205;сфидар кæнын;фæзæрдæхæлд кæнын;констатитровать установить;разжалобить;0.651715874671936;0
15206;кæнын;самондджын кæнын;черпать;осчастливить сделать счастливым;0.7303023338317871;0
15207;утæхсæн;фенæн;томление истома;допустимый дозволенный;0.16109852492809296;0
15208;æнаккагæй;ахъазгæнæг;подло низко;пособник приспешник;0.4258182942867279;0
15209;акт драмон уацмысы;сусæгвæнд;акт в драматическом произведении в театральном представлении;заговор сговор;0.17538763582706451;0
15210;æндæвдад;талф-тулфæй;авторитет влияние;торопливо поспешно;0.23494426906108856;0
15211;æнгомдзинад;ныхсынын;сплоченность монолитность;обгрызть обглодать;0.3520023226737976;0
15212;раргом;сæрыстырдзинад;обнаружение открытие;гордость;0.34105557203292847;0
15213;абырсын;дзырдарæхст;превозмочь преодолеть;остряк остроумец;0.20341797173023224;0
15214;æгæр;сахъат;чрезмерный непомерный;недочет изъян;0.2886355519294739;0
15215;рауадзын;сырд;изготовить сделать;изгнание ссылка;-0.02910151332616806;0
15216;хос;хъуыдыæенаг;лекарство снадобье;рассудочный головной;0.17664118111133575;0
15217;дзæгъæлхæтæг;ныппапылитаæ кæнын;праздный шатающийся без дела;украситься разукраситься;0.3885139226913452;0
15218;сагъæсгæнгæ;талынгмаæ;печально невесело;допоздна до темна;0.657715380191803;0
15219;ахсджиаг лæг;фæлдахын;важное лицо фигура;убивать умершвлять;0.1568363457918167;0
15220;уæлдæр уæвын;хойраг;превосходить затмевать;харч пища;0.08575847744941711;0
15221;æнгæс;фидар;аналогичный похожий;стойко мужественно;0.1713966280221939;0
